Age,Gender,Income_Level,Preferred_Travel_Type,Avg_Trip_Duration,Spending_Amount,Booking_Channel,Repeat_Visitor,Customer_Review_Score,Cluster_Label
63,Female,Medium,Religious,13,2879.92,App,Yes,4.6,3
54,Other,Medium,Cultural,12,3200.03,Website,Yes,3.5,0
38,Male,Low,Religious,8,759.14,App,No,3.4,2
43,Male,Low,Adventure,12,2340.6,App,Yes,3.6,0
63,Female,High,Leisure,11,3755.11,App,No,3.7,3
53,Male,High,Religious,12,4292.23,App,Yes,4.3,3
40,Female,High,Adventure,14,4186.91,Website,Yes,3.8,3
18,Female,High,Cultural,13,3643.7,Website,Yes,4.4,3
68,Male,Low,Leisure,9,1220.7,Agent,Yes,3.5,2
57,Other,Medium,Religious,8,2377.41,Agent,Yes,3.9,1
32,Male,Medium,Cultural,13,3084.0,Agent,No,2.8,0
38,Male,Medium,Religious,8,2084.58,App,No,3.0,2
64,Female,Medium,Adventure,13,3474.69,App,Yes,3.3,0
26,Male,Medium,Cultural,12,2728.0,Website,Yes,3.8,0
26,Female,Medium,Religious,7,2128.05,Agent,Yes,3.7,1
27,Other,Medium,Cultural,11,2332.47,Website,Yes,3.7,0
69,Other,Low,Adventure,13,2803.36,Agent,Yes,4.3,3
43,Other,Medium,Cultural,13,2994.1,Agent,Yes,4.3,3
58,Male,Medium,Religious,10,2476.66,Agent,Yes,3.9,1
52,Female,Medium,Adventure,14,3188.77,App,Yes,3.8,3
69,Other,Low,Leisure,10,2267.43,Agent,Yes,4.6,1
42,Female,Medium,Religious,11,2650.79,Agent,Yes,4.1,1
43,Female,Low,Religious,8,1460.5,App,Yes,3.5,2
28,Other,Medium,Adventure,13,3051.92,Agent,No,2.7,0
55,Other,Medium,Adventure,12,3227.1,App,Yes,4.2,3
19,Female,Medium,Leisure,7,1761.78,App,No,3.7,1
24,Other,Low,Religious,6,483.47,Website,No,2.4,2
35,Female,Medium,Adventure,12,2345.06,App,No,3.2,0
44,Female,Medium,Leisure,9,2382.84,App,No,3.2,2
51,Other,Medium,Leisure,10,1787.03,App,No,3.0,2
44,Male,Medium,Adventure,14,2522.84,Agent,No,2.1,0
34,Other,Medium,Religious,8,1458.7,Website,Yes,3.6,2
60,Male,Medium,Cultural,13,2985.56,Agent,Yes,4.2,3
61,Female,Low,Cultural,11,1801.28,App,No,2.7,2
68,Female,Low,Leisure,6,1283.37,App,No,3.2,2
41,Male,Medium,Cultural,10,1873.6,Website,No,2.8,2
42,Female,Medium,Cultural,11,1899.71,Website,No,3.2,0
24,Male,Medium,Adventure,11,2900.69,App,No,3.3,0
69,Male,Low,Leisure,10,1461.21,App,No,2.6,2
23,Female,Low,Religious,9,1131.28,Agent,No,3.4,2
41,Male,Medium,Leisure,11,2480.8,App,Yes,4.2,1
50,Other,Low,Adventure,12,2055.7,Agent,No,2.8,0
66,Other,Medium,Cultural,14,2942.36,Website,No,3.4,0
46,Female,Low,Religious,7,1207.23,Agent,No,3.2,2
60,Female,Medium,Leisure,9,2197.65,App,No,3.6,1
39,Male,High,Cultural,12,4123.54,Agent,Yes,3.6,3
43,Male,Low,Leisure,8,1554.18,Agent,Yes,4.1,1
45,Male,Medium,Religious,8,1738.74,Website,No,3.0,2
67,Male,Low,Leisure,9,1708.69,Agent,Yes,3.6,2
38,Other,Medium,Leisure,10,2622.08,App,Yes,5.0,1
66,Other,Medium,Leisure,10,2725.0,Agent,Yes,4.1,1
24,Female,Medium,Cultural,12,2073.37,Agent,No,2.9,0
34,Male,Medium,Religious,10,1646.61,Agent,No,2.1,2
37,Male,High,Religious,11,2959.81,App,No,4.0,1
58,Female,Low,Cultural,8,1021.29,Agent,No,2.3,2
66,Male,Low,Cultural,7,1666.19,App,Yes,3.5,2
37,Male,High,Cultural,14,4204.21,Agent,Yes,4.0,3
39,Male,Medium,Adventure,11,2668.54,Website,Yes,4.5,1
45,Male,High,Leisure,11,3420.46,Website,No,3.9,3
57,Male,Medium,Leisure,8,2356.79,Website,Yes,4.0,1
66,Female,High,Religious,8,2750.82,App,No,3.8,1
24,Male,Medium,Leisure,10,2797.87,App,Yes,3.8,1
18,Female,Medium,Adventure,14,3554.62,App,Yes,4.0,3
49,Male,High,Cultural,12,3398.22,Agent,No,3.5,0
30,Other,Medium,Religious,4,2247.43,App,Yes,5.0,1
47,Other,Low,Religious,6,869.43,App,No,3.3,2
40,Other,Low,Leisure,8,1790.68,App,Yes,4.0,1
68,Other,Low,Religious,6,1252.03,App,Yes,3.6,2
36,Female,Low,Cultural,10,1223.44,Website,Yes,3.7,2
49,Female,Medium,Religious,9,2251.53,Agent,Yes,3.9,1
47,Male,Medium,Cultural,12,2299.26,Website,No,2.7,0
46,Other,Medium,Adventure,14,3182.07,Agent,Yes,3.7,3
66,Female,Medium,Adventure,13,2986.17,Agent,Yes,3.9,3
62,Male,Medium,Cultural,14,2811.41,Website,Yes,4.1,3
46,Male,Low,Leisure,8,1472.16,App,No,3.0,2
47,Female,Low,Religious,7,872.91,Website,No,2.4,2
33,Other,Low,Leisure,6,1511.13,Agent,Yes,4.0,1
57,Male,Medium,Religious,8,2145.34,Agent,Yes,4.0,1
36,Other,Low,Adventure,10,2312.89,App,No,3.3,0
35,Other,Low,Adventure,11,1363.52,Website,No,3.2,2
18,Other,Medium,Adventure,15,3367.64,Agent,Yes,4.2,3
31,Male,High,Religious,8,3220.94,Website,No,3.7,1
68,Other,Low,Adventure,10,2265.65,App,No,3.0,2
64,Male,Medium,Adventure,16,3200.62,App,No,2.7,0
67,Other,Medium,Adventure,14,2847.89,Agent,No,3.4,0
19,Male,Medium,Adventure,12,3107.2,App,No,3.9,3
45,Other,High,Leisure,13,3509.48,Agent,Yes,3.9,3
66,Female,Low,Adventure,12,1790.34,Agent,No,2.8,0
67,Other,Low,Adventure,15,2697.11,App,Yes,4.2,3
47,Other,High,Leisure,12,4007.67,App,No,3.8,3
55,Male,Medium,Leisure,9,2510.31,Website,Yes,4.2,1
68,Male,Medium,Religious,12,2200.96,Website,Yes,3.2,0
21,Other,Medium,Cultural,10,2143.28,Agent,No,3.5,1
18,Female,Medium,Adventure,14,2427.08,Website,No,2.7,0
25,Female,High,Adventure,15,4243.44,Agent,Yes,3.6,3
46,Male,High,Adventure,17,5125.04,App,Yes,4.0,3
56,Female,Medium,Religious,11,2259.85,App,Yes,3.5,0
20,Other,Low,Adventure,11,2124.01,Website,No,3.0,0
49,Male,High,Cultural,12,3944.85,Agent,No,3.0,0
27,Other,Low,Leisure,8,1873.63,Agent,Yes,4.2,1
27,Male,Low,Religious,5,527.49,Website,No,3.2,2
36,Male,High,Leisure,14,3506.39,Agent,No,2.5,0
63,Male,Low,Adventure,13,2096.43,Agent,Yes,4.0,0
51,Male,Low,Adventure,12,1998.98,App,No,2.7,0
50,Female,Low,Adventure,12,2549.47,Agent,Yes,4.1,1
40,Other,High,Cultural,11,3980.2,Agent,No,3.7,3
45,Other,Medium,Cultural,10,2424.23,Agent,Yes,3.9,1
49,Other,Medium,Religious,10,2166.72,Website,Yes,3.7,1
67,Male,Low,Leisure,8,1550.99,Website,Yes,4.2,1
24,Female,Medium,Adventure,11,2442.64,Website,Yes,3.3,0
46,Other,Medium,Adventure,14,3078.78,Agent,No,3.5,0
25,Female,Medium,Adventure,15,3039.18,Agent,Yes,4.2,3
18,Male,Medium,Adventure,14,2952.76,Website,Yes,4.1,3
20,Other,Low,Cultural,11,1205.79,Website,No,3.7,2
41,Female,High,Leisure,10,3499.57,Agent,Yes,4.1,3
40,Male,Medium,Leisure,7,2349.26,Agent,Yes,4.6,1
25,Female,High,Religious,12,3311.69,App,No,3.4,0
64,Other,Medium,Cultural,12,2309.82,Website,No,3.6,0
54,Other,Medium,Adventure,13,3062.84,Agent,Yes,3.9,3
20,Male,Medium,Leisure,11,2437.23,Website,Yes,3.7,0
68,Male,Medium,Leisure,11,2677.46,Website,No,3.8,1
50,Male,High,Cultural,14,4113.34,Website,Yes,3.9,3
45,Female,Medium,Religious,12,2975.21,App,Yes,3.4,0
64,Female,Low,Religious,7,1104.31,Agent,Yes,3.4,2
25,Female,Medium,Adventure,14,3243.7,Agent,Yes,4.1,3
51,Male,Medium,Religious,9,1497.17,Website,No,3.6,2
52,Other,Medium,Leisure,10,1748.3,Agent,No,3.1,2
49,Other,Low,Religious,9,1094.56,App,No,3.4,2
41,Female,Medium,Adventure,14,3083.95,Website,No,2.7,0
31,Female,Medium,Leisure,10,2921.38,App,Yes,3.9,1
49,Other,Medium,Religious,10,2649.28,App,Yes,3.9,1
63,Other,Medium,Religious,9,1576.57,Agent,No,3.0,2
60,Female,Medium,Cultural,11,2832.49,Agent,Yes,4.0,1
33,Female,Low,Adventure,10,2436.89,App,Yes,4.2,1
21,Other,Medium,Religious,5,1639.04,Agent,No,3.4,2
69,Male,Low,Cultural,14,1913.24,App,Yes,3.6,0
54,Female,Low,Leisure,7,1504.28,App,Yes,3.8,1
38,Other,Medium,Cultural,11,2212.15,Website,No,2.8,0
31,Other,High,Cultural,12,3917.26,App,No,3.6,3
48,Other,Medium,Religious,9,1852.54,App,Yes,3.7,1
65,Other,Medium,Religious,10,2057.74,Agent,No,3.1,2
35,Male,High,Religious,11,3509.29,Website,Yes,4.2,3
24,Other,High,Cultural,12,4226.26,Agent,Yes,4.3,3
27,Female,Low,Leisure,7,1144.23,Website,No,2.8,2
24,Male,High,Adventure,15,4226.15,Agent,No,4.0,3
50,Other,Medium,Cultural,11,2751.39,App,Yes,3.5,0
40,Male,Medium,Religious,11,1718.98,Website,Yes,3.3,2
38,Female,Low,Adventure,13,2133.46,Website,Yes,4.7,1
36,Other,Medium,Leisure,10,2661.87,Website,Yes,3.6,1
65,Female,Low,Adventure,14,2864.41,Website,Yes,3.2,0
36,Other,Low,Religious,9,1714.54,Agent,Yes,4.0,1
53,Other,Medium,Cultural,12,3045.18,Agent,Yes,3.1,0
46,Other,High,Cultural,11,3985.27,Website,Yes,4.3,3
35,Other,High,Religious,10,3239.54,Website,Yes,5.0,1
19,Other,Medium,Cultural,10,2037.36,Website,No,2.5,2
18,Male,High,Religious,8,3852.1,Agent,Yes,4.0,1
64,Other,High,Cultural,14,3858.61,Website,Yes,3.4,3
22,Other,Medium,Cultural,13,2755.81,Website,No,3.5,0
37,Male,Low,Cultural,10,1269.77,Website,No,3.3,2
28,Male,Medium,Leisure,9,2809.01,Agent,Yes,4.0,1
59,Male,High,Leisure,14,3794.33,App,Yes,4.3,3
19,Male,Medium,Religious,8,2082.15,App,No,3.9,1
20,Male,Medium,Leisure,13,2390.35,Agent,Yes,4.4,3
40,Male,Medium,Religious,9,1646.8,App,No,3.0,2
29,Other,Medium,Adventure,10,2891.94,Website,Yes,3.2,0
37,Other,Medium,Adventure,14,3409.22,Website,Yes,3.6,3
22,Female,Low,Leisure,8,1267.89,Agent,Yes,3.4,2
54,Other,Medium,Adventure,16,2611.67,Agent,No,2.9,0
55,Other,High,Adventure,16,4388.82,App,No,3.3,3
47,Male,High,Cultural,13,4270.15,App,Yes,4.7,3
26,Male,Low,Cultural,8,1755.87,Website,Yes,4.3,1
51,Other,High,Religious,10,3921.25,Agent,Yes,4.4,3
61,Female,Medium,Adventure,13,3448.55,App,Yes,4.4,3
52,Male,Medium,Religious,8,2628.03,App,No,3.8,1
69,Other,Medium,Religious,10,2443.65,Website,Yes,3.9,1
39,Other,High,Adventure,17,3992.45,Website,No,3.6,3
61,Female,High,Leisure,12,2922.91,Website,No,3.3,0
41,Female,Medium,Adventure,12,2527.58,Website,No,4.0,1
34,Male,High,Cultural,13,3730.46,App,No,2.9,0
27,Female,Low,Adventure,13,2634.47,Agent,Yes,3.5,0
47,Other,Medium,Leisure,9,2645.12,Agent,Yes,4.0,1
63,Other,Medium,Religious,9,1932.57,Website,Yes,4.0,1
40,Female,Medium,Religious,8,2163.05,Website,Yes,4.5,1
49,Female,Low,Cultural,9,2267.84,App,Yes,3.9,1
34,Female,High,Cultural,14,4449.79,Website,Yes,3.6,3
67,Female,Low,Cultural,11,1992.63,Agent,No,3.4,0
68,Male,Low,Religious,8,1679.63,Website,Yes,4.1,1
34,Female,Medium,Cultural,10,2319.4,Agent,No,2.5,2
31,Male,Medium,Adventure,12,2672.87,Website,No,3.2,0
26,Other,High,Religious,11,3396.23,Website,No,2.9,0
57,Female,Medium,Leisure,9,2156.54,Agent,Yes,3.6,1
19,Male,Low,Religious,9,1461.54,App,Yes,3.2,2
62,Female,High,Adventure,15,4559.61,App,Yes,4.5,3
42,Other,Medium,Adventure,14,3245.12,Website,Yes,3.9,3
56,Other,Low,Cultural,12,2350.44,Website,Yes,3.2,0
26,Other,Medium,Religious,6,1492.28,Agent,No,3.7,2
39,Female,Medium,Religious,6,1419.28,Agent,Yes,3.3,2
60,Female,Medium,Religious,7,2027.71,Website,Yes,4.2,1
63,Male,Medium,Leisure,12,2640.42,Agent,No,2.9,0
21,Other,High,Cultural,11,4207.67,App,Yes,4.3,3
43,Female,High,Adventure,19,5064.83,App,Yes,4.2,3
46,Other,Medium,Adventure,13,2757.38,Agent,No,3.4,0
62,Other,Low,Cultural,11,1717.67,Agent,Yes,4.1,1
51,Male,High,Adventure,18,4520.96,Agent,No,3.3,3
40,Male,Medium,Adventure,16,3291.09,App,Yes,3.9,3
54,Male,Medium,Cultural,15,3206.61,Website,No,3.0,0
28,Male,Medium,Adventure,15,3442.53,Agent,Yes,3.9,3
23,Other,High,Religious,11,3382.18,Agent,Yes,4.3,3
35,Male,Medium,Leisure,10,2322.96,Agent,Yes,3.8,1
38,Male,Low,Cultural,11,1803.49,Website,Yes,2.9,2
59,Male,Medium,Leisure,9,2494.53,Agent,Yes,4.2,1
53,Male,High,Adventure,14,4871.43,Agent,Yes,4.4,3
58,Other,Low,Adventure,12,2647.3,App,Yes,3.5,0
55,Male,High,Religious,10,3436.89,Agent,Yes,3.8,3
51,Other,Medium,Cultural,11,3563.51,App,Yes,4.8,3
34,Female,Medium,Adventure,14,3106.17,Website,Yes,4.0,3
54,Other,Low,Cultural,12,1952.03,Agent,No,2.9,0
42,Other,Low,Cultural,10,1758.91,Agent,Yes,3.2,2
55,Male,High,Cultural,16,4625.31,App,Yes,3.7,3
29,Female,Low,Cultural,8,1299.71,Website,No,3.5,2
40,Female,Medium,Cultural,11,1674.48,Website,No,3.0,2
59,Female,Medium,Leisure,9,3320.96,App,Yes,4.2,1
39,Female,Low,Religious,4,1453.57,Website,Yes,4.6,1
38,Other,Low,Cultural,10,1652.22,Website,Yes,3.3,2
44,Female,Medium,Leisure,9,2010.7,Website,Yes,4.4,1
48,Other,High,Adventure,17,4245.64,Website,No,3.9,3
23,Other,Medium,Cultural,12,2642.39,Website,Yes,3.6,0
44,Other,Medium,Adventure,12,2728.08,Website,No,3.0,0
57,Female,Medium,Cultural,15,3023.85,Website,Yes,2.7,0
51,Male,Medium,Leisure,12,2708.25,Website,Yes,3.2,0
29,Male,Medium,Leisure,10,2510.57,Agent,No,2.8,0
62,Female,High,Leisure,11,4221.81,App,Yes,4.5,3
24,Male,Medium,Religious,6,1596.48,Website,Yes,3.9,1
27,Male,Medium,Adventure,12,3245.15,App,No,2.9,0
62,Other,Low,Religious,9,1573.56,Website,No,2.9,2
34,Other,High,Cultural,16,4656.99,Website,No,3.7,3
43,Female,Low,Adventure,14,2149.33,Agent,Yes,3.8,0
38,Female,Low,Leisure,7,1764.24,App,Yes,3.2,2
45,Male,Medium,Adventure,12,2301.75,App,No,3.1,0
63,Other,Medium,Leisure,10,2812.32,Agent,Yes,3.5,0
19,Female,Medium,Religious,5,1411.92,Agent,No,3.8,2
60,Female,Medium,Religious,9,3148.41,App,Yes,4.6,1
18,Female,Medium,Leisure,9,1978.99,Website,Yes,3.5,2
68,Female,Low,Leisure,8,694.62,Website,No,2.4,2
53,Female,High,Cultural,11,4065.0,App,Yes,4.2,3
68,Female,Medium,Religious,10,1778.73,Website,Yes,2.8,2
43,Male,Medium,Religious,8,2501.71,Agent,Yes,4.3,1
46,Other,Medium,Cultural,10,2141.85,Agent,Yes,3.7,1
38,Other,Low,Religious,3,1159.91,Agent,Yes,4.8,1
28,Female,Medium,Leisure,9,1938.03,App,Yes,3.4,2
57,Other,Medium,Adventure,17,3590.29,App,Yes,3.5,3
28,Other,Medium,Adventure,16,3574.39,App,No,2.6,0
53,Other,Medium,Religious,8,2284.57,Website,Yes,3.7,1
66,Female,High,Cultural,13,3732.33,App,No,3.0,0
56,Female,Medium,Leisure,11,2812.02,App,Yes,4.3,1
57,Other,High,Adventure,14,4561.78,Agent,Yes,3.9,3
52,Other,Medium,Leisure,10,2583.17,Website,Yes,4.0,1
51,Female,Low,Religious,8,556.32,Website,No,2.5,2
64,Male,Low,Religious,9,1419.15,Agent,No,2.5,2
41,Other,Medium,Adventure,13,1855.06,Website,No,2.9,0
39,Male,Low,Religious,7,1357.41,App,Yes,4.0,1
22,Other,Low,Cultural,8,1424.89,Website,Yes,3.2,2
50,Male,High,Religious,9,3361.37,Agent,No,4.1,1
53,Male,High,Religious,10,3103.17,Website,No,3.2,0
64,Male,Medium,Religious,10,1679.71,Agent,No,2.8,2
37,Female,Low,Leisure,9,1510.88,App,Yes,3.8,1
36,Male,Low,Leisure,7,1340.98,App,No,2.8,2
52,Male,Low,Adventure,14,2507.66,Agent,Yes,3.7,0
69,Male,Medium,Adventure,14,3392.64,App,Yes,3.8,3
60,Other,High,Adventure,15,4637.13,App,Yes,4.2,3
34,Male,Medium,Religious,7,2230.23,Website,Yes,3.2,2
62,Other,Low,Leisure,5,1136.07,App,No,2.5,2
60,Male,Medium,Cultural,13,2584.95,Agent,No,3.4,0
51,Male,Medium,Religious,10,2837.36,App,No,3.9,1
26,Female,Medium,Religious,8,1214.27,Website,No,2.6,2
43,Other,Medium,Religious,9,1780.82,Agent,Yes,3.6,2
19,Male,Medium,Cultural,12,2731.45,App,No,3.4,0
26,Other,Low,Adventure,9,2047.78,App,Yes,4.1,1
26,Other,Low,Cultural,9,1455.9,App,No,2.2,2
57,Female,High,Adventure,17,4102.03,Agent,No,2.9,0
34,Female,Low,Cultural,8,1153.44,Website,No,2.8,2
18,Female,Low,Leisure,8,1980.94,Agent,Yes,4.2,1
42,Female,Low,Religious,5,1132.01,Agent,No,4.2,1
60,Female,Low,Religious,8,1670.04,Website,Yes,3.7,1
57,Female,Medium,Religious,9,1981.51,Agent,Yes,3.3,2
59,Female,High,Adventure,13,3761.03,Agent,No,3.6,3
42,Female,Medium,Cultural,13,2219.65,App,Yes,4.2,1
56,Male,Medium,Leisure,9,1908.56,Agent,No,3.2,2
52,Other,Medium,Cultural,11,3288.39,App,Yes,3.7,3
20,Female,Medium,Religious,8,2316.46,Agent,Yes,4.5,1
67,Female,High,Leisure,13,3729.92,App,No,3.7,3
54,Other,High,Leisure,10,3944.69,App,Yes,4.1,3
61,Male,Low,Religious,8,1509.71,App,Yes,3.8,1
61,Other,Medium,Cultural,13,2927.8,Website,Yes,4.2,3
68,Other,Medium,Religious,10,2751.14,Agent,Yes,4.5,1
47,Female,High,Cultural,13,3261.61,Agent,No,3.3,0
55,Other,Medium,Leisure,9,2636.27,Agent,Yes,3.9,1
51,Other,High,Leisure,10,3516.11,Website,No,4.2,3
29,Female,Medium,Religious,8,1831.85,App,No,2.8,2
36,Female,Low,Leisure,6,1681.59,Agent,Yes,4.2,1
54,Female,Medium,Adventure,9,3335.77,Website,No,3.2,0
61,Female,High,Leisure,12,3375.07,Website,No,3.9,3
66,Other,High,Adventure,17,4899.37,Agent,Yes,4.0,3
34,Other,Low,Leisure,4,1269.96,App,Yes,4.7,1
27,Male,Medium,Religious,6,1980.75,Website,Yes,4.4,1
66,Male,Medium,Religious,10,2249.46,Agent,No,2.7,2
64,Other,Low,Adventure,16,2519.83,App,No,3.5,0
29,Male,Medium,Religious,8,1750.47,Website,Yes,4.4,1
33,Other,Low,Leisure,7,1028.28,Website,No,3.3,2
41,Male,High,Leisure,11,3835.04,Agent,No,3.4,0
36,Female,Medium,Religious,10,2095.97,Agent,No,3.1,2
25,Male,High,Leisure,9,3634.97,App,No,4.0,1
48,Female,Low,Cultural,9,1840.27,Agent,Yes,3.5,2
38,Female,Medium,Cultural,11,2606.35,Agent,No,4.0,1
34,Female,Low,Leisure,6,1295.16,App,No,3.3,2
40,Female,Low,Religious,7,716.1,Agent,No,1.7,2
54,Male,Low,Adventure,15,2846.93,App,Yes,3.8,3
33,Other,Low,Religious,7,1218.87,App,Yes,3.5,2
23,Female,Medium,Adventure,12,3026.51,App,Yes,3.9,3
25,Male,Low,Religious,6,1323.17,Agent,Yes,3.7,2
42,Female,Medium,Leisure,7,2200.55,App,No,3.9,1
35,Male,Medium,Cultural,13,2529.61,Agent,Yes,4.2,3
42,Male,High,Religious,10,3657.57,App,No,3.9,3
29,Male,High,Adventure,14,4187.98,Agent,No,3.4,3
32,Other,Medium,Cultural,16,2589.96,App,No,3.0,0
43,Male,Medium,Adventure,14,2675.1,Website,Yes,3.7,0
58,Male,Low,Leisure,7,1047.9,Website,No,2.6,2
62,Other,High,Cultural,13,3537.59,Website,No,3.6,3
43,Other,Low,Adventure,14,2270.32,App,No,3.2,0
64,Male,Low,Religious,8,1472.44,Agent,Yes,4.3,1
49,Other,Low,Leisure,6,1084.14,App,Yes,4.2,1
27,Female,Medium,Leisure,10,2499.87,App,Yes,3.7,1
33,Female,Low,Leisure,7,1574.69,App,Yes,4.2,1
24,Other,Medium,Religious,11,2701.47,App,Yes,3.5,0
34,Other,Low,Religious,8,1221.92,Agent,Yes,3.8,2
40,Male,Medium,Cultural,11,3044.98,App,No,3.2,0
43,Other,Low,Religious,9,812.88,Website,Yes,2.9,2
38,Male,Low,Cultural,10,2164.73,Website,Yes,3.9,1
39,Female,High,Leisure,12,3229.08,Website,No,2.3,0
24,Other,Low,Cultural,10,2259.25,App,Yes,3.1,2
31,Male,High,Adventure,13,3990.32,Agent,No,3.5,3
32,Male,Medium,Leisure,8,2713.24,Agent,Yes,4.3,1
24,Female,Low,Leisure,9,1475.17,Agent,Yes,3.5,2
26,Other,High,Cultural,12,3801.79,App,Yes,3.5,3
68,Female,Low,Leisure,8,1777.53,Agent,No,2.9,2
65,Male,High,Religious,9,3462.33,Website,Yes,4.6,1
25,Male,Low,Adventure,12,1942.84,Agent,No,3.2,0
67,Other,High,Cultural,17,5006.8,App,Yes,4.1,3
40,Male,Low,Cultural,8,1651.79,App,Yes,4.2,1
46,Other,Medium,Leisure,10,2340.02,Agent,No,3.4,0
35,Female,Medium,Religious,10,2329.41,App,Yes,3.6,1
48,Other,High,Leisure,11,3391.73,Agent,No,3.4,0
47,Other,High,Leisure,12,3908.06,Agent,Yes,3.6,3
69,Male,High,Cultural,12,3596.31,Website,Yes,4.1,3
56,Male,High,Leisure,12,3447.73,App,No,3.9,3
52,Other,Low,Adventure,12,2266.7,Website,No,3.4,0
35,Male,Low,Leisure,9,2062.23,App,Yes,4.4,1
59,Male,Low,Leisure,10,1407.58,Agent,No,2.8,2
56,Male,Medium,Cultural,16,3394.31,App,Yes,4.3,3
34,Other,Medium,Leisure,10,2013.1,Agent,No,3.1,2
31,Male,Medium,Religious,9,2433.35,App,No,4.0,1
48,Other,Low,Cultural,10,1761.27,Website,Yes,3.6,2
41,Male,Medium,Leisure,9,2395.93,Website,Yes,4.3,1
52,Female,Low,Adventure,13,2815.19,Agent,Yes,4.4,3
61,Male,Medium,Adventure,14,2993.16,Website,Yes,3.7,0
62,Male,Medium,Cultural,12,3429.01,Agent,Yes,4.1,3
51,Other,Medium,Cultural,14,2167.24,Agent,No,3.5,0
20,Other,Medium,Leisure,7,2340.27,Agent,No,3.6,1
54,Male,Medium,Religious,11,2549.57,App,Yes,3.3,0
60,Female,Low,Leisure,10,1758.57,Agent,Yes,4.5,1
57,Male,Medium,Adventure,14,2639.37,Website,Yes,3.5,0
43,Male,Low,Religious,4,849.94,App,No,3.2,2
40,Female,Medium,Religious,7,1739.43,Website,Yes,4.4,1
61,Other,Medium,Religious,11,2364.08,Agent,Yes,3.6,0
56,Male,Low,Leisure,8,1650.18,Agent,Yes,3.4,2
32,Other,Low,Adventure,10,2328.71,Website,Yes,4.0,1
66,Other,High,Cultural,13,4453.66,App,Yes,3.6,3
21,Female,High,Leisure,12,3698.68,Website,Yes,4.0,3
46,Female,Medium,Cultural,12,2552.72,Agent,Yes,3.9,0
39,Other,Low,Religious,6,1222.15,App,Yes,3.6,2
42,Male,Low,Religious,6,1890.99,Agent,Yes,3.6,2
30,Other,Medium,Leisure,9,2200.82,Agent,Yes,4.5,1
35,Male,High,Adventure,13,4733.24,Website,Yes,4.4,3
50,Male,Low,Religious,10,1158.46,Agent,No,3.4,2
33,Female,Medium,Cultural,11,2207.06,Website,No,3.0,0
62,Male,Low,Cultural,12,2632.49,App,Yes,3.5,0
59,Male,High,Leisure,14,4447.94,Agent,Yes,4.3,3
61,Other,Medium,Cultural,14,2643.13,Agent,No,3.0,0
19,Female,Medium,Adventure,12,3079.9,App,Yes,3.5,0
52,Male,Medium,Religious,9,2214.6,Website,Yes,4.5,1
59,Male,Medium,Cultural,12,3047.76,Agent,Yes,3.7,0
51,Female,Low,Cultural,9,1943.77,App,No,2.5,2
47,Other,Low,Religious,8,1097.65,Agent,No,3.4,2
30,Female,High,Leisure,9,3657.04,Website,Yes,4.3,1
30,Female,High,Cultural,14,4462.88,Website,Yes,3.9,3
35,Male,High,Leisure,10,3270.77,Website,No,2.9,0
49,Male,Medium,Leisure,10,2119.87,Website,No,3.9,1
49,Other,High,Cultural,14,3510.7,App,No,2.8,0
52,Male,Low,Adventure,12,1622.16,Agent,Yes,3.5,0
56,Male,Medium,Leisure,11,2937.89,App,Yes,4.4,1
63,Female,Medium,Cultural,11,2327.93,Website,No,3.4,0
69,Male,Medium,Leisure,12,2491.94,Website,Yes,3.7,0
46,Other,Medium,Religious,7,2154.44,Website,Yes,3.5,2
66,Female,Low,Adventure,13,2373.26,Website,Yes,3.3,0
46,Other,Medium,Adventure,16,3359.71,Agent,No,3.3,0
61,Female,High,Religious,9,3102.21,Website,No,3.4,0
33,Male,Medium,Religious,7,1942.3,Agent,Yes,4.1,1
61,Female,Low,Leisure,9,1523.43,Website,No,3.3,2
64,Female,Low,Religious,8,1516.24,Agent,Yes,4.1,1
27,Male,Low,Adventure,12,2044.34,Agent,No,2.5,0
47,Male,Low,Religious,8,1203.15,Website,Yes,4.4,1
42,Other,Medium,Cultural,12,2816.43,App,Yes,4.2,3
56,Other,Medium,Cultural,14,3226.63,App,Yes,3.9,3
37,Male,Medium,Leisure,10,2670.22,App,Yes,4.4,1
22,Male,Medium,Adventure,12,3355.32,App,Yes,5.0,3
18,Male,High,Cultural,13,4070.78,App,Yes,3.6,3
47,Female,Low,Religious,10,515.47,Website,No,2.5,2
66,Female,Medium,Cultural,12,2701.54,Website,Yes,2.9,0
20,Female,High,Cultural,11,3979.52,Website,Yes,4.4,3
62,Male,Low,Leisure,10,1602.16,Website,Yes,3.7,1
31,Other,Low,Religious,6,1072.46,Website,Yes,3.6,2
47,Male,High,Religious,7,3582.29,Website,Yes,4.6,1
67,Female,Medium,Religious,10,1902.78,Agent,No,2.3,2
21,Female,Medium,Leisure,8,1853.54,Agent,Yes,4.0,1
35,Male,Low,Religious,7,778.19,Website,No,3.4,2
54,Male,Medium,Religious,9,1696.12,Website,No,2.9,2
42,Female,Medium,Cultural,12,2571.5,Agent,Yes,4.0,1
65,Female,Low,Cultural,12,2123.76,Agent,Yes,3.0,0
18,Female,Medium,Religious,7,1688.83,Website,No,3.5,2
63,Male,Low,Adventure,13,2523.59,Agent,Yes,3.6,0
32,Female,Medium,Adventure,13,3413.47,App,Yes,3.7,3
26,Female,Low,Religious,8,1685.4,App,No,2.9,2
